epoch,acc,loss,val_acc,val_loss
0,0.34435194538401903,1.742477876804786,0.429088892777938,1.5993588264854082
1,0.460726601418343,1.4604924209373091,0.4067985606113826,1.6449098704036613
2,0.4997735901644015,1.3522172594208293,0.49791029270859805,1.3611698313015488
3,0.5168414086195828,1.288076176188359,0.5084982001165322,1.3801804090499479
4,0.5367654742425652,1.244219015241645,0.528559499466675,1.288438180504602
5,0.5466926747751301,1.2113253628141707,0.5371970034560708,1.2721414687732164
6,0.558117663451005,1.185045985477281,0.5213151417068533,1.3362656216928308
7,0.5682538576763315,1.1604664384843315,0.5711897586000833,1.188532733326006
8,0.5717370859317601,1.1418204873020676,0.5539147519415951,1.221278118984252
9,0.5782507227698631,1.1299960513843912,0.5689607262071642,1.1738852915818827
10,0.5846946950475185,1.11112537926826,0.5848425870595718,1.1147785085482032
11,0.591312828733819,1.094775305662481,0.5645026595986431,1.1776063488108695
12,0.5917308161208994,1.092306052863218,0.5996099318982034,1.100425180025953
13,0.5968163293782162,1.0819433189666676,0.5932014619790933,1.132832454710028
14,0.6005782158915254,1.0712660141900405,0.5684034682002762,1.172689927060455
15,0.6039917795823541,1.0632999822917273,0.5901365416582729,1.1213541891925114
16,0.6096694416395486,1.052185801952468,0.5870716208350728,1.12599727867016
17,0.6093211188170682,1.041825809367145,0.5879075079907212,1.1584483599012594
18,0.6346790205162144,0.9871096408565638,0.6224575224162543,1.0402363241653019
19,0.6405308439882825,0.9706228985204779,0.6274728471977394,1.0292669299602775
20,0.644153401372911,0.9620039415208352,0.6299805090383555,1.0305684456406081
21,0.6463826674603508,0.9569676960829662,0.629701879972633,1.0229612270338468
22,0.6483332752816052,0.9525607922279066,0.6285873634813888,1.019610509396795
23,0.646347835174677,0.9507912729197466,0.6238506680770185,1.0343801403118729
24,0.6477759587596156,0.9487554387881167,0.6277514757859936,1.0262829314073452
25,0.6483332752836815,0.9458396042471641,0.627472846927866,1.0157279195437843
26,0.650074889408541,0.9408769149292624,0.6263583302082674,1.0227307427760683
27,0.6538367759239263,0.9386338438458393,0.6252438136132257,1.0176570803969143
28,0.6562053711400468,0.9361632030259114,0.6294232513013408,1.0171633104210644
29,0.6518513358221885,0.9367122044778052,0.6241292973295763,1.0306720604726152
30,0.6543592601633565,0.934277501328495,0.6271942179036626,1.0204400753773133
31,0.6553693963586195,0.9282900680506249,0.6322095424360338,1.0189845924587195
32,0.6553345640760599,0.9269145752154629,0.6283087345402232,1.0201948864427524
33,0.6589571214622455,0.9228030749239133,0.6313736550727904,1.0172382347310658
34,0.6562750357051658,0.9251494050698618,0.633324058968797,1.0177311497304757
35,0.658922289179686,0.9179159475658426,0.6291446219657449,1.018782204381891
36,0.6613605489588493,0.9209769700856504,0.6310950258617516,1.0185396007427467
37,0.6604200773318196,0.921773887111615,0.6308163967337506,1.0174730607851048
38,0.6592706120052807,0.919015976132725,0.6299805093289883,1.0173284343764804
39,0.6611515552634925,0.918502597174943,0.6302591383947108,1.0179580948192302
40,0.6572155073342717,0.9224116832465312,0.6302591384569892,1.01831699781562
41,0.6618482009167581,0.9145414201795313,0.6305377675849901,1.0183490969356919
42,0.6578076561367446,0.9216825798028788,0.6305377676265091,1.0180797598556444
43,0.6555087254909335,0.9192310162541294,0.6305377676057496,1.0167391238026746
44,0.6603155804841412,0.9206104958384193,0.6285873635436672,1.0173295009730752
45,0.6584346372259294,0.916843241748194,0.6322095424775527,1.0172491059139035
